Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A8T0N5T6	unreviewed	A0A8T0N5T6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG010200	Panicum virgatum (Blackwell switchgrass)	686
A0A8T0N6G2	unreviewed	A0A8T0N6G2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG812900	Panicum virgatum (Blackwell switchgrass)	624
A0A8T0N6H2	unreviewed	A0A8T0N6H2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9NG756500	Panicum virgatum (Blackwell switchgrass)	545
A0A8T0N828	unreviewed	A0A8T0N828_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG406583	Panicum virgatum (Blackwell switchgrass)	708
A0A8T0N9Z6	unreviewed	A0A8T0N9Z6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG406583	Panicum virgatum (Blackwell switchgrass)	731
A0A8T0NC01	unreviewed	A0A8T0NC01_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG010200	Panicum virgatum (Blackwell switchgrass)	731
A0A8T0NEJ3	unreviewed	A0A8T0NEJ3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG121585	Panicum virgatum (Blackwell switchgrass)	544
A0A8T0NKV8	unreviewed	A0A8T0NKV8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG121300	Panicum virgatum (Blackwell switchgrass)	549
A0A8T0NSG1	unreviewed	A0A8T0NSG1_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG466500	Panicum virgatum (Blackwell switchgrass)	615
A0A8T0NVJ8	unreviewed	A0A8T0NVJ8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG466300	Panicum virgatum (Blackwell switchgrass)	575
A0A8T0NXM6	unreviewed	A0A8T0NXM6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG593200	Panicum virgatum (Blackwell switchgrass)	431
A0A8T0NZ36	unreviewed	A0A8T0NZ36_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG593100	Panicum virgatum (Blackwell switchgrass)	555
A0A8T0NZG2	unreviewed	A0A8T0NZG2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG466300	Panicum virgatum (Blackwell switchgrass)	477
A0A8T0NZV8	unreviewed	A0A8T0NZV8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG577500	Panicum virgatum (Blackwell switchgrass)	552
A0A8T0P027	unreviewed	A0A8T0P027_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG570800	Panicum virgatum (Blackwell switchgrass)	584
A0A8T0P186	unreviewed	A0A8T0P186_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8NG033300	Panicum virgatum (Blackwell switchgrass)	243
A0A8T0P2N2	unreviewed	A0A8T0P2N2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG577400	Panicum virgatum (Blackwell switchgrass)	627
A0A8T0P3B3	unreviewed	A0A8T0P3B3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG593200	Panicum virgatum (Blackwell switchgrass)	433
A0A8T0P8K8	unreviewed	A0A8T0P8K8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_9KG573400	Panicum virgatum (Blackwell switchgrass)	622
A0A8T0P8M5	unreviewed	A0A8T0P8M5_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8NG182000	Panicum virgatum (Blackwell switchgrass)	558
A0A8T0PBW2	unreviewed	A0A8T0PBW2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8NG066000	Panicum virgatum (Blackwell switchgrass)	697
A0A8T0PC67	unreviewed	A0A8T0PC67_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8NG124400	Panicum virgatum (Blackwell switchgrass)	662
A0A8T0PGY2	unreviewed	A0A8T0PGY2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8KG156500	Panicum virgatum (Blackwell switchgrass)	438
A0A8T0PII7	unreviewed	A0A8T0PII7_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8KG031500	Panicum virgatum (Blackwell switchgrass)	695
A0A8T0PIN2	unreviewed	A0A8T0PIN2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8KG208201	Panicum virgatum (Blackwell switchgrass)	553
A0A8T0PK40	unreviewed	A0A8T0PK40_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8KG240800	Panicum virgatum (Blackwell switchgrass)	699
A0A8T0PL28	unreviewed	A0A8T0PL28_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8KG240800	Panicum virgatum (Blackwell switchgrass)	662
A0A8T0PLC3	unreviewed	A0A8T0PLC3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8KG156500	Panicum virgatum (Blackwell switchgrass)	546
A0A8T0PMD6	unreviewed	A0A8T0PMD6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8KG156500	Panicum virgatum (Blackwell switchgrass)	471
A0A8T0PMZ6	unreviewed	A0A8T0PMZ6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_8KG062000 PVAP13_8KG062268	Panicum virgatum (Blackwell switchgrass)	697
A0A8T0PP50	unreviewed	A0A8T0PP50_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8KG240800	Panicum virgatum (Blackwell switchgrass)	546
A0A8T0PUT5	unreviewed	A0A8T0PUT5_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8KG240800	Panicum virgatum (Blackwell switchgrass)	670
A0A8T0PWT2	unreviewed	A0A8T0PWT2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7NG035600	Panicum virgatum (Blackwell switchgrass)	628
A0A8T0PXH4	unreviewed	A0A8T0PXH4_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8KG240800	Panicum virgatum (Blackwell switchgrass)	707
A0A8T0Q0A9	unreviewed	A0A8T0Q0A9_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_7NG123900	Panicum virgatum (Blackwell switchgrass)	632
A0A8T0Q4C9	unreviewed	A0A8T0Q4C9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7NG437500	Panicum virgatum (Blackwell switchgrass)	555
A0A8T0Q4S0	unreviewed	A0A8T0Q4S0_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7NG446000	Panicum virgatum (Blackwell switchgrass)	530
A0A8T0Q5G5	unreviewed	A0A8T0Q5G5_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7NG035600	Panicum virgatum (Blackwell switchgrass)	608
A0A8T0Q8M4	unreviewed	A0A8T0Q8M4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7KG012100	Panicum virgatum (Blackwell switchgrass)	557
A0A8T0QA70	unreviewed	A0A8T0QA70_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_7KG120975	Panicum virgatum (Blackwell switchgrass)	598
A0A8T0QA74	unreviewed	A0A8T0QA74_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7NG437300	Panicum virgatum (Blackwell switchgrass)	640
A0A8T0QB92	unreviewed	A0A8T0QB92_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7NG446000	Panicum virgatum (Blackwell switchgrass)	477
A0A8T0QCM3	unreviewed	A0A8T0QCM3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7KG079200	Panicum virgatum (Blackwell switchgrass)	559
A0A8T0QEK7	unreviewed	A0A8T0QEK7_PANVG	Acetate--CoA ligase	PVAP13_7KG120975	Panicum virgatum (Blackwell switchgrass)	736
A0A8T0QK38	unreviewed	A0A8T0QK38_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7KG079200	Panicum virgatum (Blackwell switchgrass)	635
A0A8T0QLU4	unreviewed	A0A8T0QLU4_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_7KG120975	Panicum virgatum (Blackwell switchgrass)	632
A0A8T0QR63	unreviewed	A0A8T0QR63_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7KG376700	Panicum virgatum (Blackwell switchgrass)	554
A0A8T0QRR0	unreviewed	A0A8T0QRR0_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7KG370400	Panicum virgatum (Blackwell switchgrass)	531
A0A8T0QRS9	unreviewed	A0A8T0QRS9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_7KG370400	Panicum virgatum (Blackwell switchgrass)	455
A0A8T0QUE4	unreviewed	A0A8T0QUE4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6NG027900	Panicum virgatum (Blackwell switchgrass)	556
A0A8T0QX00	unreviewed	A0A8T0QX00_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6NG246503	Panicum virgatum (Blackwell switchgrass)	437
A0A8T0QX95	unreviewed	A0A8T0QX95_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6NG246503	Panicum virgatum (Blackwell switchgrass)	568
A0A8T0QXT1	unreviewed	A0A8T0QXT1_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6NG246503	Panicum virgatum (Blackwell switchgrass)	492
A0A8T0QYA9	unreviewed	A0A8T0QYA9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6NG224100	Panicum virgatum (Blackwell switchgrass)	542
A0A8T0R1W2	unreviewed	A0A8T0R1W2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6NG238906	Panicum virgatum (Blackwell switchgrass)	540
A0A8T0R8X9	unreviewed	A0A8T0R8X9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6KG025400	Panicum virgatum (Blackwell switchgrass)	555
A0A8T0RBM6	unreviewed	A0A8T0RBM6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6KG154400	Panicum virgatum (Blackwell switchgrass)	617
A0A8T0RCC1	unreviewed	A0A8T0RCC1_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6KG173300	Panicum virgatum (Blackwell switchgrass)	572
A0A8T0RGN4	unreviewed	A0A8T0RGN4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6KG285300	Panicum virgatum (Blackwell switchgrass)	540
A0A8T0RGR7	unreviewed	A0A8T0RGR7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6KG253000	Panicum virgatum (Blackwell switchgrass)	108
A0A8T0RVI5	unreviewed	A0A8T0RVI5_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5NG409200	Panicum virgatum (Blackwell switchgrass)	661
A0A8T0RXY4	unreviewed	A0A8T0RXY4_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5NG415200	Panicum virgatum (Blackwell switchgrass)	653
A0A8T0RYJ3	unreviewed	A0A8T0RYJ3_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5NG409200	Panicum virgatum (Blackwell switchgrass)	633
A0A8T0S162	unreviewed	A0A8T0S162_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5NG409200	Panicum virgatum (Blackwell switchgrass)	655
A0A8T0S1R9	unreviewed	A0A8T0S1R9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_5NG507900	Panicum virgatum (Blackwell switchgrass)	558
A0A8T0S1X0	unreviewed	A0A8T0S1X0_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5NG415200	Panicum virgatum (Blackwell switchgrass)	652
A0A8T0S448	unreviewed	A0A8T0S448_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_5NG507900	Panicum virgatum (Blackwell switchgrass)	557
A0A8T0S4R2	unreviewed	A0A8T0S4R2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_5NG012528	Panicum virgatum (Blackwell switchgrass)	555
A0A8T0SLU2	unreviewed	A0A8T0SLU2_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG427800	Panicum virgatum (Blackwell switchgrass)	650
A0A8T0SLU7	unreviewed	A0A8T0SLU7_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG427800	Panicum virgatum (Blackwell switchgrass)	607
A0A8T0SN31	unreviewed	A0A8T0SN31_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG427800	Panicum virgatum (Blackwell switchgrass)	651
A0A8T0SQY8	unreviewed	A0A8T0SQY8_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG427800	Panicum virgatum (Blackwell switchgrass)	647
A0A8T0SRH9	unreviewed	A0A8T0SRH9_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG417400	Panicum virgatum (Blackwell switchgrass)	658
A0A8T0SS89	unreviewed	A0A8T0SS89_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG417400	Panicum virgatum (Blackwell switchgrass)	541
A0A8T0SSR8	unreviewed	A0A8T0SSR8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_5KG700200	Panicum virgatum (Blackwell switchgrass)	367
A0A8T0STG4	unreviewed	A0A8T0STG4_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG427800	Panicum virgatum (Blackwell switchgrass)	660
A0A8T0STS8	unreviewed	A0A8T0STS8_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_5KG427800	Panicum virgatum (Blackwell switchgrass)	655
A0A8T0SUZ0	unreviewed	A0A8T0SUZ0_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_5KG700200	Panicum virgatum (Blackwell switchgrass)	555
A0A8T0SXJ4	unreviewed	A0A8T0SXJ4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_5KG555500	Panicum virgatum (Blackwell switchgrass)	630
A0A8T0T0D2	unreviewed	A0A8T0T0D2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_5KG700200	Panicum virgatum (Blackwell switchgrass)	410
A0A8T0T3Z4	unreviewed	A0A8T0T3Z4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4NG218600	Panicum virgatum (Blackwell switchgrass)	594
A0A8T0T5U8	unreviewed	A0A8T0T5U8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4NG093900	Panicum virgatum (Blackwell switchgrass)	591
A0A8T0T7E8	unreviewed	A0A8T0T7E8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4NG264800	Panicum virgatum (Blackwell switchgrass)	549
A0A8T0T826	unreviewed	A0A8T0T826_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4NG037616	Panicum virgatum (Blackwell switchgrass)	308
A0A8T0TB05	unreviewed	A0A8T0TB05_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4NG093900	Panicum virgatum (Blackwell switchgrass)	586
A0A8T0TCH7	unreviewed	A0A8T0TCH7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4NG218600	Panicum virgatum (Blackwell switchgrass)	513
A0A8T0TEQ7	unreviewed	A0A8T0TEQ7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4NG264800	Panicum virgatum (Blackwell switchgrass)	543
A0A8T0TIM3	unreviewed	A0A8T0TIM3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4KG057400	Panicum virgatum (Blackwell switchgrass)	1148
A0A8T0TK76	unreviewed	A0A8T0TK76_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_4KG048100	Panicum virgatum (Blackwell switchgrass)	649
A0A8T0TW89	unreviewed	A0A8T0TW89_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3NG179696	Panicum virgatum (Blackwell switchgrass)	577
A0A8T0TWT2	unreviewed	A0A8T0TWT2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_4KG362700	Panicum virgatum (Blackwell switchgrass)	552
A0A8T0TZN5	unreviewed	A0A8T0TZN5_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3NG179696	Panicum virgatum (Blackwell switchgrass)	669
A0A8T0U1B5	unreviewed	A0A8T0U1B5_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3NG011600	Panicum virgatum (Blackwell switchgrass)	706
A0A8T0U1M2	unreviewed	A0A8T0U1M2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_3NG179696	Panicum virgatum (Blackwell switchgrass)	548
A0A8T0U1S5	unreviewed	A0A8T0U1S5_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_3NG029000	Panicum virgatum (Blackwell switchgrass)	698
A0A8T0U2G9	unreviewed	A0A8T0U2G9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_3NG179696	Panicum virgatum (Blackwell switchgrass)	635
A0A8T0U3F0	unreviewed	A0A8T0U3F0_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3NG179696	Panicum virgatum (Blackwell switchgrass)	670
A0A8T0U599	unreviewed	A0A8T0U599_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3NG179696	Panicum virgatum (Blackwell switchgrass)	606
A0A8T0U9D8	unreviewed	A0A8T0U9D8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_3NG179801	Panicum virgatum (Blackwell switchgrass)	639
A0A8T0UIN0	unreviewed	A0A8T0UIN0_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3KG129100	Panicum virgatum (Blackwell switchgrass)	668
A0A8T0UL12	unreviewed	A0A8T0UL12_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_3KG040983	Panicum virgatum (Blackwell switchgrass)	698
A0A8T0ULT4	unreviewed	A0A8T0ULT4_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_3KG023100	Panicum virgatum (Blackwell switchgrass)	369
A0A8T0UP38	unreviewed	A0A8T0UP38_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3KG129100	Panicum virgatum (Blackwell switchgrass)	651
A0A8T0UPZ3	unreviewed	A0A8T0UPZ3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_3KG023100	Panicum virgatum (Blackwell switchgrass)	643
A0A8T0UQ55	unreviewed	A0A8T0UQ55_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3KG023100	Panicum virgatum (Blackwell switchgrass)	704
A0A8T0UU30	unreviewed	A0A8T0UU30_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_3KG129100	Panicum virgatum (Blackwell switchgrass)	670
A0A8T0VBS9	unreviewed	A0A8T0VBS9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2NG232800	Panicum virgatum (Blackwell switchgrass)	716
A0A8T0VES7	unreviewed	A0A8T0VES7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2NG330400	Panicum virgatum (Blackwell switchgrass)	724
A0A8T0W1X9	unreviewed	A0A8T0W1X9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	677
A0A8T0W4G2	unreviewed	A0A8T0W4G2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG309100	Panicum virgatum (Blackwell switchgrass)	726
A0A8T0W4H5	unreviewed	A0A8T0W4H5_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	693
A0A8T0W4J8	unreviewed	A0A8T0W4J8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	682
A0A8T0W4K7	unreviewed	A0A8T0W4K7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	536
A0A8T0W4N0	unreviewed	A0A8T0W4N0_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	570
A0A8T0W6T8	unreviewed	A0A8T0W6T8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	568
A0A8T0W6U7	unreviewed	A0A8T0W6U7_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	476
A0A8T0W8X6	unreviewed	A0A8T0W8X6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	700
A0A8T0W8Y6	unreviewed	A0A8T0W8Y6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	565
A0A8T0WAE8	unreviewed	A0A8T0WAE8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	612
A0A8T0WAF6	unreviewed	A0A8T0WAF6_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	664
A0A8T0WCD5	unreviewed	A0A8T0WCD5_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	679
A0A8T0WGQ1	unreviewed	A0A8T0WGQ1_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_2KG280300	Panicum virgatum (Blackwell switchgrass)	727
A0A8T0WQN0	unreviewed	A0A8T0WQN0_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1NG052100	Panicum virgatum (Blackwell switchgrass)	561
A0A8T0WUK9	unreviewed	A0A8T0WUK9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1NG438200	Panicum virgatum (Blackwell switchgrass)	573
A0A8T0WVJ3	unreviewed	A0A8T0WVJ3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1NG438200	Panicum virgatum (Blackwell switchgrass)	477
A0A8T0XA28	unreviewed	A0A8T0XA28_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1KG017100	Panicum virgatum (Blackwell switchgrass)	559
A0A8T0XGS3	unreviewed	A0A8T0XGS3_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1KG257200	Panicum virgatum (Blackwell switchgrass)	555
A0A8T0XH71	unreviewed	A0A8T0XH71_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1KG461400	Panicum virgatum (Blackwell switchgrass)	575
A0A8T0XHG7	unreviewed	A0A8T0XHG7_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_1KG312000	Panicum virgatum (Blackwell switchgrass)	708
A0A8T0XHQ0	unreviewed	A0A8T0XHQ0_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_1KG312000	Panicum virgatum (Blackwell switchgrass)	668
A0A8T0XLB8	unreviewed	A0A8T0XLB8_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1KG312000	Panicum virgatum (Blackwell switchgrass)	563
A0A8T0XNG7	unreviewed	A0A8T0XNG7_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_1KG312000	Panicum virgatum (Blackwell switchgrass)	706
A0A8T0XUL9	unreviewed	A0A8T0XUL9_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_1KG461400	Panicum virgatum (Blackwell switchgrass)	502
A0A8T3A3J8	unreviewed	A0A8T3A3J8_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_029137	Dendrobium nobile (Orchid)	602
A0A8T3A4S7	unreviewed	A0A8T3A4S7_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_028891	Dendrobium nobile (Orchid)	548
A0A8T3A5T3	unreviewed	A0A8T3A5T3_DENNO	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	KFK09_025693	Dendrobium nobile (Orchid)	771
A0A8T3AAU5	unreviewed	A0A8T3AAU5_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_023666	Dendrobium nobile (Orchid)	620
A0A8T3APS3	unreviewed	A0A8T3APS3_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_021215	Dendrobium nobile (Orchid)	729
A0A8T3AVI1	unreviewed	A0A8T3AVI1_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_018842	Dendrobium nobile (Orchid)	554
A0A8T3B698	unreviewed	A0A8T3B698_DENNO	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	KFK09_015271	Dendrobium nobile (Orchid)	698
A0A8T3B9N3	unreviewed	A0A8T3B9N3_DENNO	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	KFK09_014368	Dendrobium nobile (Orchid)	655
A0A8T3BAA5	unreviewed	A0A8T3BAA5_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_010549	Dendrobium nobile (Orchid)	546
A0A8T3BCG6	unreviewed	A0A8T3BCG6_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_010597	Dendrobium nobile (Orchid)	525
A0A8T3BH82	unreviewed	A0A8T3BH82_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_013065	Dendrobium nobile (Orchid)	372
A0A8T3BMV3	unreviewed	A0A8T3BMV3_DENNO	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	KFK09_006071	Dendrobium nobile (Orchid)	687
A0A8T3C105	unreviewed	A0A8T3C105_DENNO	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	KFK09_004685	Dendrobium nobile (Orchid)	646
A0A8T3C4A1	unreviewed	A0A8T3C4A1_DENNO	4-coumarate--CoA ligase (EC 6.2.1.12)	KFK09_001125	Dendrobium nobile (Orchid)	697
A0A8T3CAV6	unreviewed	A0A8T3CAV6_DENNO	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	KFK09_001425	Dendrobium nobile (Orchid)	660
